date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow
1990-04-10,0.0,95.97,-37.75,100.26,8.73,4.67,4.73,-0.05,0.36,0.37,0.4,0.42,0.0,0.0,-59.89,99.85,3.6,-1.23,2.1,-4.45,0.35,0.37,0.4,0.42,0.0,363.73,-18.18,100.78,12.57,7.15,7.25,1.72,0.36,0.37,0.4,0.42,0.19,3.56,0.39
1990-04-11,0.0,129.64,-43.7,100.53,10.03,4.61,4.05,-2.45,0.35,0.37,0.4,0.42,0.0,0.0,-83.53,100.1,5.87,1.77,2.43,-4.14,0.35,0.37,0.4,0.42,0.0,401.56,-15.47,100.79,13.41,8.28,5.0,0.24,0.36,0.37,0.4,0.42,0.01,4.93,0.38
1990-04-12,0.0,105.08,-36.82,100.55,10.8,6.9,3.64,1.31,0.35,0.37,0.4,0.42,0.0,0.0,-75.98,100.21,8.08,5.12,1.29,-0.27,0.35,0.37,0.4,0.42,0.0,312.03,-7.88,100.73,13.72,8.37,5.41,3.71,0.35,0.37,0.4,0.42,0.52,3.6,0.38
1990-04-13,0.0,61.07,-42.83,99.78,6.85,4.29,1.88,1.05,0.39,0.37,0.4,0.42,0.0,0.0,-87.35,99.61,3.22,1.02,0.0,-2.58,0.35,0.37,0.4,0.42,0.0,229.12,-16.6,100.15,8.89,7.58,3.19,4.64,0.43,0.37,0.4,0.42,7.17,1.49,0.43
1990-04-14,0.0,143.21,-61.19,99.67,6.01,1.64,3.79,3.33,0.41,0.37,0.4,0.42,0.0,0.0,-108.68,98.72,0.8,-1.07,2.34,-1.45,0.4,0.37,0.4,0.42,0.0,500.27,-12.07,100.17,10.37,5.48,5.68,7.68,0.42,0.37,0.4,0.42,2.34,4.54,0.41
1990-04-15,0.0,172.6,-71.03,99.62,7.19,1.29,6.08,-1.46,0.41,0.38,0.4,0.42,0.0,0.0,-100.96,98.66,3.41,-0.02,4.62,-3.0,0.4,0.37,0.4,0.42,0.0,511.66,-12.91,100.36,10.88,4.63,8.16,1.0,0.42,0.38,0.4,0.42,1.32,6.14,0.4
1990-04-16,0.0,184.68,-80.46,100.39,6.45,1.55,5.05,0.95,0.4,0.38,0.4,0.42,0.0,0.0,-106.69,100.3,3.07,0.7,3.45,0.07,0.39,0.38,0.4,0.42,0.0,589.8,-57.36,100.49,11.03,3.09,6.37,2.09,0.4,0.38,0.4,0.42,1.61,5.04,0.38
1990-04-17,0.0,190.6,-81.93,100.5,5.74,0.01,4.72,0.97,0.4,0.38,0.4,0.42,0.0,0.0,-121.25,100.39,1.15,-1.18,3.64,-1.13,0.39,0.37,0.4,0.42,0.0,598.94,-22.68,100.62,10.58,2.63,6.19,2.95,0.4,0.38,0.4,0.42,2.06,5.39,0.37
1990-04-18,0.0,175.43,-68.35,100.69,6.24,0.48,3.35,-1.26,0.4,0.38,0.4,0.42,0.0,0.0,-108.92,100.42,2.55,-0.71,1.57,-4.54,0.39,0.37,0.4,0.42,0.0,590.84,-25.63,100.84,10.09,1.89,4.19,4.29,0.4,0.38,0.4,0.42,1.21,4.84,0.38
1990-04-19,0.0,173.43,-66.65,99.94,6.66,3.08,1.95,-1.3,0.43,0.38,0.4,0.42,0.0,0.0,-111.86,99.7,3.3,1.62,-2.18,-3.69,0.4,0.37,0.4,0.42,0.0,602.99,-2.99,100.33,10.63,4.7,4.84,4.79,0.45,0.39,0.4,0.42,7.76,3.84,0.38
1990-04-20,0.0,140.72,-42.94,100.43,7.32,5.06,-2.85,-4.55,0.43,0.39,0.4,0.42,0.0,0.0,-79.29,100.03,2.86,1.97,-5.65,-7.31,0.42,0.39,0.39,0.42,0.0,501.18,-1.77,100.59,11.98,7.61,0.21,-1.34,0.45,0.4,0.4,0.42,5.05,3.5,0.38
1990-04-21,0.0,171.19,-50.39,100.48,10.99,8.03,-2.21,-4.35,0.43,0.4,0.39,0.42,0.0,0.0,-92.91,100.43,7.31,6.94,-3.87,-6.01,0.42,0.4,0.39,0.42,0.0,540.85,-10.73,100.55,16.22,9.69,-0.43,-3.1,0.45,0.4,0.39,0.42,1.46,4.37,0.38
1990-04-22,0.0,161.51,-55.15,100.43,10.84,8.88,-1.33,-4.88,0.44,0.41,0.39,0.42,0.0,0.0,-96.32,100.25,6.97,6.26,-2.44,-5.6,0.42,0.4,0.39,0.42,0.0,480.66,-11.57,100.67,15.23,11.93,-0.61,-4.05,0.46,0.41,0.39,0.42,5.43,3.53,0.38
1990-04-23,0.0,204.93,-88.19,100.71,10.57,7.33,-1.62,-4.34,0.43,0.41,0.39,0.42,0.0,0.0,-106.11,100.6,6.16,5.51,-3.22,-5.53,0.42,0.41,0.39,0.42,0.0,592.33,-68.89,100.88,15.88,9.96,-0.35,-3.08,0.44,0.41,0.39,0.42,0.98,4.78,0.36
1990-04-24,0.0,213.1,-94.29,100.93,10.37,4.83,-1.35,-3.45,0.41,0.41,0.39,0.42,0.0,0.0,-118.12,100.78,4.88,2.86,-3.76,-4.15,0.4,0.4,0.39,0.42,0.0,618.11,-71.79,101.25,16.06,7.76,-0.1,-2.81,0.42,0.41,0.39,0.42,0.04,5.68,0.36
1990-04-25,0.0,199.55,-85.02,101.3,10.98,5.3,0.46,-0.57,0.4,0.4,0.39,0.42,0.0,0.0,-112.53,101.23,4.19,3.23,-0.72,-2.67,0.39,0.4,0.39,0.42,0.0,573.15,-54.44,101.42,16.44,7.36,2.04,2.74,0.4,0.4,0.39,0.42,0.23,4.26,0.35
1990-04-26,0.0,86.92,-33.52,100.95,10.27,7.01,4.46,1.62,0.4,0.4,0.39,0.42,0.0,0.0,-69.95,100.73,6.8,2.69,2.3,-2.73,0.39,0.4,0.39,0.42,0.0,386.8,-3.94,101.21,13.3,9.38,6.43,2.7,0.41,0.4,0.39,0.42,2.94,2.94,0.35
1990-04-27,0.0,200.61,-69.31,101.55,7.87,0.97,1.95,-2.89,0.4,0.39,0.39,0.42,0.0,0.0,-112.99,100.93,3.19,-0.81,0.83,-3.94,0.39,0.39,0.39,0.42,0.0,628.34,-7.64,101.98,11.22,5.81,3.75,-0.79,0.41,0.4,0.39,0.42,0.02,5.72,0.35
1990-04-28,0.0,219.63,-82.06,101.95,9.67,4.34,2.19,0.84,0.39,0.39,0.39,0.42,0.0,0.0,-117.17,101.82,2.92,1.65,0.94,-0.81,0.38,0.39,0.39,0.42,0.0,635.2,-37.45,102.07,15.11,7.19,3.29,1.79,0.39,0.39,0.39,0.42,0.0,4.92,0.34
1990-04-29,0.0,196.81,-67.24,101.92,13.23,8.78,0.32,0.47,0.37,0.38,0.39,0.42,0.0,0.0,-108.76,101.84,5.67,4.81,-1.61,-0.55,0.37,0.38,0.39,0.42,0.0,621.76,-43.59,102.01,19.58,12.29,2.4,1.59,0.38,0.39,0.39,0.42,0.0,4.05,0.33
1990-04-30,0.0,220.87,-83.22,102.06,13.99,9.08,-2.45,0.58,0.36,0.38,0.39,0.42,0.0,0.0,-110.72,101.97,7.65,5.7,-3.91,-0.35,0.36,0.37,0.39,0.42,0.0,626.49,-51.02,102.23,19.37,11.64,-0.51,1.89,0.37,0.38,0.39,0.42,0.0,5.27,0.31
1990-05-01,0.0,225.64,-90.42,102.33,14.08,9.32,-3.69,-0.43,0.35,0.37,0.39,0.42,0.0,0.0,-116.12,102.23,8.9,4.88,-4.78,-1.18,0.34,0.37,0.38,0.42,0.0,631.43,-62.57,102.47,19.75,12.34,-2.56,0.35,0.36,0.37,0.39,0.42,0.0,5.86,0.3
1990-05-02,0.0,229.87,-93.22,102.38,14.81,10.02,-3.3,-1.13,0.34,0.36,0.38,0.42,0.0,0.0,-116.03,102.27,7.24,4.9,-4.94,-1.82,0.33,0.36,0.38,0.42,0.0,640.89,-69.82,102.46,21.46,13.15,-1.65,-0.46,0.34,0.37,0.38,0.42,0.0,5.92,0.32
1990-05-03,0.0,223.33,-85.14,102.08,16.88,11.71,-2.94,-0.43,0.33,0.36,0.38,0.42,0.0,0.0,-110.5,101.88,10.9,8.83,-4.03,-1.27,0.32,0.35,0.38,0.42,0.0,630.72,-51.48,102.29,23.14,14.63,-1.86,0.33,0.33,0.36,0.38,0.42,0.0,5.84,0.33
1990-05-04,0.0,235.01,-97.11,101.68,16.23,10.17,-2.66,-0.16,0.32,0.35,0.38,0.42,0.0,0.0,-124.22,101.49,9.51,8.07,-3.33,-0.88,0.31,0.35,0.38,0.42,0.0,651.43,-68.16,101.9,22.57,12.32,-1.95,0.71,0.32,0.35,0.38,0.42,0.0,6.06,0.32
1990-05-05,0.0,234.48,-92.57,101.19,16.59,9.84,-0.98,0.36,0.31,0.34,0.38,0.42,0.0,0.0,-127.25,100.95,7.43,6.33,-2.1,-1.46,0.3,0.34,0.38,0.42,0.0,653.21,-49.38,101.48,23.82,12.9,-0.36,2.79,0.31,0.35,0.38,0.42,0.0,5.59,0.32
1990-05-06,0.0,194.49,-75.01,100.71,16.74,11.13,0.35,-0.24,0.3,0.34,0.38,0.42,0.0,0.0,-99.98,100.44,10.37,9.1,-1.77,-2.27,0.3,0.33,0.37,0.42,0.0,537.53,-47.42,100.93,22.26,13.21,1.72,2.74,0.3,0.34,0.38,0.42,0.44,4.73,0.32
1990-05-07,0.0,204.67,-77.42,100.6,12.42,5.1,2.46,-1.18,0.29,0.33,0.37,0.42,0.0,0.0,-107.33,100.46,8.08,3.31,-0.9,-3.44,0.29,0.33,0.37,0.42,0.0,610.4,-56.77,100.69,16.9,10.73,4.47,1.88,0.3,0.33,0.37,0.42,0.0,6.41,0.31
1990-05-08,0.0,190.61,-71.99,100.68,12.84,5.59,1.81,1.38,0.29,0.33,0.37,0.42,0.0,0.0,-111.64,100.6,6.42,4.76,-0.5,-0.4,0.28,0.32,0.37,0.42,0.0,608.48,-49.37,100.78,17.69,6.71,3.3,3.56,0.29,0.33,0.37,0.42,0.0,5.72,0.3
1990-05-09,0.0,139.98,-55.16,100.55,11.85,5.77,2.15,1.22,0.28,0.32,0.37,0.42,0.0,0.0,-72.01,100.43,8.11,4.83,1.11,-0.13,0.28,0.32,0.37,0.42,0.0,412.71,-32.91,100.69,15.28,7.13,2.73,2.58,0.28,0.32,0.37,0.42,0.48,4.39,0.29
1990-05-10,0.0,184.66,-71.21,100.32,11.05,6.64,1.72,0.24,0.29,0.32,0.37,0.42,0.0,0.0,-96.22,100.16,7.37,4.68,0.68,-1.52,0.28,0.32,0.37,0.42,0.0,540.6,-34.36,100.51,14.38,8.26,3.55,2.32,0.3,0.32,0.37,0.42,2.77,4.24,0.32
1990-05-11,0.0,116.4,-41.36,100.23,9.29,6.32,3.23,-2.52,0.32,0.32,0.37,0.42,0.0,0.0,-67.63,100.18,6.11,4.36,1.77,-4.68,0.3,0.32,0.37,0.42,0.0,419.59,-9.49,100.29,12.38,7.85,4.68,-0.41,0.34,0.32,0.37,0.42,4.73,3.37,0.31
1990-05-12,0.0,143.36,-46.19,100.3,10.56,6.57,1.67,-3.72,0.34,0.32,0.37,0.42,0.0,0.0,-93.68,100.13,7.41,5.8,-0.48,-4.96,0.34,0.32,0.37,0.42,0.0,487.11,-4.01,100.59,14.51,7.65,3.61,-2.54,0.35,0.32,0.37,0.42,0.95,4.46,0.31
1990-05-13,0.0,127.02,-46.68,100.72,11.02,7.47,0.39,-3.35,0.34,0.32,0.37,0.42,0.0,0.0,-72.33,100.58,6.82,6.4,-1.0,-4.78,0.33,0.31,0.37,0.42,0.0,399.77,-4.77,100.9,14.9,8.23,1.46,-0.55,0.34,0.32,0.37,0.42,0.57,3.77,0.3
1990-05-14,0.0,160.08,-58.03,100.78,11.76,7.37,-0.81,1.07,0.33,0.31,0.36,0.42,0.0,0.0,-112.79,100.65,6.12,5.95,-2.82,-0.91,0.32,0.31,0.36,0.42,0.0,579.64,-19.32,100.91,16.29,8.82,0.63,2.66,0.33,0.31,0.37,0.42,0.06,3.89,0.29
1990-05-15,0.0,179.49,-59.6,100.51,14.44,8.82,1.57,4.0,0.34,0.31,0.36,0.42,0.0,0.0,-88.0,100.42,10.49,6.05,-3.13,2.68,0.32,0.31,0.36,0.41,0.0,516.93,-24.82,100.67,18.36,11.21,3.88,5.27,0.35,0.31,0.36,0.42,2.58,6.45,0.28
1990-05-16,0.0,140.79,-51.52,100.63,14.51,8.76,3.68,2.64,0.33,0.31,0.36,0.41,0.0,0.0,-86.85,100.45,10.97,7.21,2.24,1.04,0.32,0.31,0.36,0.41,0.0,365.98,-6.97,100.91,17.94,10.49,5.17,4.26,0.33,0.31,0.36,0.41,0.22,5.81,0.28
1990-05-17,0.0,145.36,-60.45,101.13,12.72,8.48,0.47,-1.2,0.32,0.31,0.36,0.41,0.0,0.0,-78.25,100.9,7.71,6.42,-3.6,-2.77,0.32,0.31,0.36,0.41,0.0,439.64,-34.0,101.43,17.2,10.22,2.95,1.05,0.32,0.31,0.36,0.41,0.21,3.82,0.28
1990-05-18,0.0,143.87,-44.01,101.53,10.46,4.67,-2.87,-2.18,0.31,0.31,0.36,0.41,0.0,0.0,-59.47,101.43,8.01,3.09,-3.62,-3.14,0.31,0.3,0.36,0.41,0.0,382.15,-26.75,101.68,12.94,7.04,-1.87,-1.58,0.32,0.31,0.36,0.41,0.01,5.2,0.27
1990-05-19,0.0,164.28,-46.87,101.62,10.27,3.84,-3.05,-1.82,0.3,0.3,0.36,0.41,0.0,0.0,-56.22,101.56,7.22,2.99,-4.31,-2.41,0.3,0.3,0.36,0.41,0.0,455.56,-33.27,101.7,13.29,5.04,-1.23,-1.19,0.31,0.3,0.36,0.41,0.01,5.73,0.27
1990-05-20,0.0,138.91,-53.27,101.32,11.42,6.14,-1.49,-3.36,0.29,0.3,0.36,0.41,0.0,0.0,-72.26,101.09,6.57,3.1,-3.25,-4.63,0.29,0.3,0.36,0.41,0.0,329.17,-36.49,101.6,15.52,7.9,-0.32,-2.44,0.3,0.3,0.36,0.41,0.2,4.69,0.26
1990-05-21,0.0,202.07,-74.62,101.01,11.98,7.23,-2.71,-4.18,0.29,0.3,0.36,0.41,0.0,0.0,-102.35,100.89,8.08,5.56,-4.75,-5.55,0.28,0.3,0.35,0.41,0.0,545.62,-51.3,101.16,16.56,8.53,-0.46,-2.71,0.29,0.3,0.36,0.41,0.0,6.25,0.26
1990-05-22,0.0,196.74,-60.52,101.1,11.48,5.58,-1.89,-1.52,0.28,0.29,0.35,0.41,0.0,0.0,-108.93,100.99,7.89,4.49,-2.75,-2.86,0.28,0.29,0.35,0.41,0.0,546.78,-24.5,101.19,15.53,6.57,-1.28,1.89,0.28,0.3,0.35,0.41,0.01,5.52,0.25
1990-05-23,0.0,197.5,-78.56,100.99,13.26,7.01,1.35,-1.0,0.27,0.29,0.35,0.41,0.0,0.0,-118.65,100.91,5.23,4.27,-0.8,-3.94,0.27,0.29,0.35,0.41,0.0,645.01,-51.07,101.14,19.47,9.39,2.98,1.97,0.28,0.29,0.35,0.41,0.0,5.56,0.24
1990-05-24,0.0,189.07,-77.74,101.31,11.25,4.5,-0.21,-3.75,0.27,0.29,0.35,0.41,0.0,0.0,-105.22,101.11,6.78,2.73,-2.31,-5.09,0.26,0.29,0.35,0.41,0.0,553.39,-53.65,101.64,15.54,5.92,1.86,-2.15,0.27,0.29,0.35,0.41,0.01,6.38,0.23
1990-05-25,0.0,180.46,-76.59,101.79,9.46,2.2,-1.53,-3.0,0.26,0.29,0.35,0.41,0.0,0.0,-95.52,101.65,4.37,1.65,-2.74,-4.7,0.26,0.28,0.35,0.41,0.0,429.53,-53.25,101.97,13.56,3.85,-0.26,-0.52,0.26,0.29,0.35,0.41,0.18,5.89,0.24
1990-05-26,0.0,252.21,-100.71,101.96,9.69,3.42,-2.04,0.04,0.26,0.28,0.35,0.41,0.0,0.0,-133.18,101.86,2.51,1.12,-2.86,-1.5,0.25,0.28,0.35,0.41,0.0,672.92,-51.42,102.05,15.09,5.12,-0.78,1.53,0.26,0.28,0.35,0.41,0.0,5.85,0.23
1990-05-27,0.0,236.52,-95.46,102.0,11.97,4.38,-0.61,-0.24,0.25,0.28,0.34,0.41,0.0,0.0,-145.27,101.91,4.58,2.63,-1.86,-2.5,0.25,0.28,0.34,0.41,0.0,693.23,-58.84,102.17,17.57,7.27,0.64,1.42,0.25,0.28,0.35,0.41,0.0,5.33,0.24
1990-05-28,0.0,244.06,-93.29,102.13,12.78,5.31,-1.08,0.46,0.25,0.28,0.34,0.41,0.0,0.0,-146.45,101.9,6.55,3.4,-1.82,-1.81,0.24,0.27,0.34,0.41,0.0,686.73,-50.58,102.29,17.78,7.4,0.34,3.73,0.25,0.28,0.34,0.41,0.0,6.17,0.23
1990-05-29,0.0,224.56,-77.86,101.55,15.4,4.88,1.49,3.71,0.24,0.27,0.34,0.41,0.0,0.0,-119.64,101.24,11.04,2.87,0.42,2.38,0.24,0.27,0.34,0.41,0.0,662.19,-38.41,101.86,20.06,6.82,2.34,5.75,0.24,0.27,0.34,0.41,0.0,9.09,0.21
1990-05-30,0.0,122.56,-45.98,101.08,14.39,9.02,1.73,1.99,0.24,0.27,0.34,0.41,0.0,0.0,-70.07,100.99,10.45,4.87,0.82,0.86,0.24,0.27,0.34,0.41,0.0,339.48,-26.35,101.21,18.17,11.03,3.02,3.39,0.24,0.27,0.34,0.41,0.54,4.14,0.2
1990-05-31,0.0,208.96,-71.78,101.04,16.77,10.43,0.55,2.42,0.24,0.27,0.34,0.41,0.0,0.0,-102.3,100.89,10.99,9.36,-0.45,1.25,0.24,0.27,0.34,0.41,0.0,576.81,-33.18,101.15,21.55,12.11,1.41,3.65,0.24,0.27,0.34,0.41,0.15,6.17,0.22
1990-06-01,0.0,157.98,-56.34,100.32,17.21,11.02,0.82,2.54,0.25,0.27,0.33,0.41,0.0,0.0,-72.91,99.84,11.94,9.12,-1.65,-1.44,0.24,0.26,0.33,0.41,0.0,478.11,-29.7,100.91,23.04,13.94,3.91,5.78,0.27,0.27,0.34,0.41,3.21,6.12,0.23
1990-06-02,0.0,155.58,-57.76,99.88,13.51,7.5,5.89,-0.25,0.27,0.26,0.33,0.41,0.0,0.0,-86.98,99.82,9.87,6.17,4.09,-1.45,0.27,0.26,0.33,0.41,0.0,458.94,-31.27,99.94,16.01,9.99,8.38,1.15,0.28,0.27,0.33,0.41,1.46,7.06,0.24
1990-06-03,0.0,89.25,-37.9,99.57,13.22,9.56,4.24,1.05,0.29,0.26,0.33,0.41,0.0,0.0,-61.33,99.36,9.75,6.32,2.89,-1.3,0.28,0.26,0.33,0.41,0.0,277.54,-24.48,99.88,16.34,11.72,5.23,2.14,0.3,0.26,0.33,0.41,3.19,3.54,0.22
1990-06-04,0.0,158.23,-59.58,99.83,12.27,4.32,4.69,-0.57,0.29,0.26,0.33,0.41,0.0,0.0,-78.66,99.49,7.79,2.88,1.81,-2.51,0.29,0.26,0.33,0.41,0.0,376.01,-37.74,100.12,15.99,5.82,7.1,1.84,0.3,0.26,0.33,0.41,0.02,7.05,0.26
1990-06-05,0.0,114.95,-47.88,100.05,12.29,7.8,2.1,2.39,0.29,0.26,0.33,0.41,0.0,0.0,-77.88,99.96,8.15,4.71,1.37,1.05,0.28,0.26,0.33,0.41,0.0,432.7,-21.27,100.12,15.79,10.14,2.82,3.61,0.3,0.26,0.33,0.41,1.75,3.69,0.21
1990-06-06,0.0,122.1,-39.18,99.76,12.47,8.77,2.56,3.81,0.3,0.26,0.33,0.41,0.0,0.0,-70.24,99.36,9.3,5.43,0.94,-1.72,0.3,0.26,0.33,0.41,0.0,523.23,-5.82,100.09,16.18,11.17,4.76,8.22,0.3,0.26,0.33,0.41,1.73,4.45,0.23
1990-06-07,0.0,185.85,-74.77,99.63,11.52,6.09,3.15,0.8,0.3,0.26,0.33,0.41,0.0,0.0,-91.07,99.47,6.51,4.83,1.81,-0.99,0.3,0.26,0.33,0.41,0.0,553.26,-56.07,99.73,14.79,7.55,5.32,2.38,0.3,0.26,0.33,0.41,0.67,5.28,0.21
1990-06-08,0.0,129.18,-56.39,99.77,10.45,7.18,2.95,-0.19,0.32,0.26,0.33,0.41,0.0,0.0,-73.61,99.67,7.21,5.47,-0.65,-2.18,0.3,0.26,0.33,0.41,0.0,340.44,-20.77,99.89,12.95,9.19,5.26,2.21,0.35,0.26,0.33,0.41,5.47,3.34,0.23
1990-06-09,0.0,175.62,-55.24,100.38,12.07,7.89,0.91,-3.59,0.34,0.26,0.33,0.41,0.0,0.0,-82.35,99.94,7.67,6.81,-0.56,-4.64,0.33,0.26,0.33,0.41,0.0,524.84,-16.64,100.74,15.8,10.25,2.29,-2.27,0.34,0.26,0.33,0.41,0.69,4.96,0.23
1990-06-10,0.0,179.86,-43.94,100.98,13.91,10.1,0.19,-3.56,0.32,0.26,0.33,0.41,0.0,0.0,-105.53,100.73,11.06,8.37,-1.84,-5.08,0.32,0.26,0.33,0.41,0.0,636.27,-3.47,101.19,18.48,10.86,1.32,-1.8,0.33,0.27,0.33,0.41,0.05,5.25,0.23
1990-06-11,0.0,113.44,-33.45,101.22,11.53,6.65,-0.57,-3.23,0.31,0.26,0.33,0.41,0.0,0.0,-46.07,101.16,9.62,5.81,-1.22,-4.44,0.31,0.26,0.33,0.41,0.0,337.3,-17.98,101.29,13.97,8.01,0.32,-1.61,0.32,0.26,0.33,0.41,0.02,4.39,0.22
1990-06-12,0.0,93.85,-30.13,101.26,11.19,7.19,0.41,-3.59,0.3,0.26,0.33,0.41,0.0,0.0,-44.41,101.19,8.36,6.39,-0.54,-4.58,0.3,0.26,0.32,0.41,0.0,250.7,-14.61,101.42,13.87,8.05,1.32,-2.18,0.31,0.26,0.33,0.41,0.59,3.6,0.23
1990-06-13,0.0,88.49,-25.9,101.43,11.36,6.74,0.7,-3.08,0.3,0.26,0.32,0.41,0.0,0.0,-33.77,101.38,9.39,5.99,-0.71,-4.48,0.3,0.26,0.32,0.41,0.0,261.6,-18.98,101.5,13.75,7.89,1.83,-0.72,0.3,0.26,0.32,0.41,0.7,3.69,0.22
1990-06-14,0.0,117.33,-34.74,101.27,12.18,7.03,0.0,-1.53,0.3,0.26,0.32,0.41,0.0,0.0,-58.74,101.13,9.72,6.16,-1.58,-2.96,0.29,0.26,0.32,0.41,0.0,381.75,-11.8,101.42,15.02,8.08,1.02,0.08,0.3,0.26,0.32,0.41,0.2,3.65,0.21
1990-06-15,0.0,162.65,-49.68,101.18,13.51,7.72,-0.37,-0.29,0.29,0.26,0.32,0.41,0.0,0.0,-79.28,101.12,8.23,6.5,-1.46,-2.43,0.28,0.26,0.32,0.41,0.0,468.77,-33.21,101.26,16.97,9.68,1.28,1.89,0.29,0.26,0.32,0.41,0.02,4.42,0.21
1990-06-16,0.0,171.15,-53.98,101.02,14.93,9.59,-1.12,0.64,0.28,0.26,0.32,0.41,0.0,0.0,-88.65,100.83,10.57,8.17,-2.32,-1.4,0.28,0.26,0.32,0.41,0.0,452.4,-23.74,101.18,18.73,11.09,-0.14,2.02,0.28,0.26,0.32,0.41,0.0,4.52,0.22
1990-06-17,0.0,160.86,-55.27,100.49,15.99,9.91,-0.41,2.32,0.27,0.26,0.32,0.41,0.0,0.0,-85.45,100.18,10.93,8.91,-1.69,1.6,0.27,0.26,0.32,0.41,0.0,490.83,-33.38,100.8,19.71,10.87,0.6,3.11,0.28,0.26,0.32,0.41,0.07,5.13,0.22
1990-06-18,0.0,131.82,-44.29,99.94,15.06,11.25,1.64,4.59,0.28,0.26,0.32,0.41,0.0,0.0,-95.84,99.77,12.05,8.85,0.8,2.97,0.26,0.26,0.32,0.41,0.0,548.69,-7.28,100.14,18.3,13.48,2.73,6.44,0.29,0.26,0.32,0.41,2.78,4.73,0.21
1990-06-19,0.0,188.36,-64.05,99.93,15.24,10.57,2.22,3.42,0.29,0.26,0.32,0.41,0.0,0.0,-98.23,99.77,11.81,7.51,0.84,2.7,0.29,0.26,0.32,0.41,0.0,532.23,-28.21,100.19,18.63,12.58,3.98,4.47,0.29,0.26,0.32,0.41,1.33,5.75,0.2
1990-06-20,0.0,201.02,-74.35,99.94,14.12,8.16,0.63,4.63,0.29,0.26,0.32,0.41,0.0,0.0,-98.58,99.65,9.37,5.97,0.01,2.52,0.28,0.26,0.32,0.41,0.0,518.56,-49.72,100.21,18.32,9.92,1.51,6.85,0.29,0.26,0.32,0.41,0.64,7.02,0.19
1990-06-21,0.0,115.24,-46.38,99.07,12.83,9.25,1.19,5.23,0.3,0.26,0.32,0.41,0.0,0.0,-80.08,98.23,10.91,6.24,-5.96,4.09,0.28,0.26,0.32,0.41,0.0,425.93,-6.79,99.61,15.57,12.35,4.51,7.05,0.34,0.26,0.32,0.41,5.8,4.53,0.21
1990-06-22,0.0,195.23,-62.07,98.87,14.17,8.52,5.08,1.96,0.34,0.26,0.32,0.41,0.0,0.0,-101.84,98.12,10.15,6.42,0.65,-1.03,0.33,0.26,0.32,0.41,0.0,593.96,-0.97,99.69,18.26,11.39,8.07,6.33,0.35,0.26,0.32,0.41,1.92,7.54,0.22
1990-06-23,0.0,197.78,-72.15,100.22,14.1,9.19,4.54,2.24,0.33,0.26,0.32,0.41,0.0,0.0,-99.61,99.74,10.23,7.56,2.81,0.6,0.32,0.26,0.31,0.41,0.0,592.62,-51.0,100.76,17.78,10.01,6.04,3.79,0.33,0.26,0.32,0.41,1.55,6.42,0.2
1990-06-24,0.0,156.71,-53.55,100.97,14.09,9.77,2.93,3.85,0.32,0.26,0.31,0.41,0.0,0.0,-91.25,100.83,9.27,8.0,2.09,1.42,0.32,0.26,0.31,0.41,0.0,626.41,-7.72,101.06,18.52,14.0,4.32,5.81,0.33,0.26,0.31,0.41,0.13,5.42,0.21
1990-06-25,0.0,110.93,-26.26,101.16,18.13,14.73,3.7,3.1,0.31,0.26,0.31,0.41,0.0,0.0,-60.91,101.0,15.76,13.86,1.62,1.9,0.31,0.26,0.31,0.41,0.0,331.81,-7.04,101.25,21.27,15.78,4.82,4.11,0.32,0.26,0.31,0.41,0.39,4.5,0.21
1990-06-26,0.0,151.48,-48.67,100.95,18.65,14.24,1.0,1.64,0.3,0.26,0.31,0.41,0.0,0.0,-69.15,100.71,13.57,12.88,-0.86,0.71,0.3,0.26,0.31,0.41,0.0,426.99,-28.93,101.17,23.06,16.07,2.05,2.92,0.31,0.26,0.31,0.41,0.09,4.25,0.2
1990-06-27,0.0,169.24,-52.95,100.31,18.76,14.17,2.62,1.51,0.29,0.26,0.31,0.41,0.0,0.0,-95.69,100.09,15.36,11.89,0.43,0.49,0.29,0.26,0.31,0.41,0.0,530.36,-17.74,100.67,22.29,15.98,4.67,2.65,0.3,0.26,0.31,0.41,0.42,5.53,0.19
